Country_code_A3,Name,Substance,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
IDN,Indonesia,PM10,0.587680867,0.484352801,0.834148703,0.657524628,0.490877145,0.482669887,0.697771682,0.837828226,0.643373673,0.774403304,0.772357472,0.718840064,0.935508861,0.85075006,0.675068972,0.669227672,0.826287028,0.894620909,0.612053371,0.654731769,0.741172069,0.889576537,0.876170769,0.749996654,0.868689612,0.648742006,0.466918328,0.86675026,0.72624015,0.509272231,0.381943879,0.376077971,0.719794745,0.52685887,0.722331101,0.592509422,0.748307381,0.391580254,0.384773197,0.688704641,0.387845536,0.573928192,0.576103273,0.549036963,0.704620918,0.719308775,0.436564182,0.391279001,0.560908685
IDN,Indonesia,NOx,0.534700819,0.499318839,0.685878636,0.539060086,0.458935317,0.443954664,0.544381315,0.637412877,0.474258512,0.54832743,0.538481005,0.490820411,0.766789839,0.61520884,0.470225426,0.442523336,0.550562791,0.650941392,0.392942084,0.41045242,0.434096925,0.604609754,0.572376653,0.41122894,0.538835738,0.331440051,0.272918476,0.517178461,0.397011146,0.257747796,0.244943711,0.24681393,0.337437086,0.254926667,0.32788381,0.278078725,0.332375533,0.225564971,0.23880991,0.310493344,0.24888545,0.270256979,0.274802617,0.268144609,0.300859164,0.328764186,0.256703702,0.24311739,0.259203266
IDN,Indonesia,BC,0.405913377,0.383831572,0.538396286,0.432664684,0.389282709,0.379312933,0.439349908,0.537850317,0.419845899,0.480061833,0.478443691,0.449215414,0.713730523,0.549856836,0.432030101,0.42534576,0.524919293,0.616586948,0.405977625,0.420583409,0.398444619,0.553918323,0.532216469,0.399095656,0.512138298,0.345020308,0.308490409,0.584759109,0.497041505,0.312728927,0.284698094,0.277524465,0.34517024,0.298234067,0.36269979,0.330454581,0.379099853,0.308856502,0.320069926,0.372711806,0.329044744,0.336064145,0.340420363,0.332134125,0.366616932,0.391869939,0.338393495,0.335914563,0.352590617
IDN,Indonesia,NMVOC,0.240823373,0.225393567,0.354792462,0.254531563,0.224978989,0.221009167,0.262527674,0.344095139,0.247958681,0.301569097,0.304687191,0.283097464,0.582435232,0.389674864,0.283843009,0.285411882,0.372734087,0.473159559,0.275485376,0.291101265,0.318154478,0.460189388,0.443366076,0.32404919,0.427404282,0.287821351,0.255858353,0.420718088,0.304203886,0.247616197,0.240570864,0.245063684,0.327263569,0.267929584,0.318278521,0.272710271,0.322990324,0.242382552,0.245138126,0.307346862,0.253732074,0.279096077,0.275929085,0.272238819,0.308404824,0.320524879,0.268419924,0.26404453,0.289754498
IDN,Indonesia,SO2,0.249100584,0.214550353,0.420272193,0.249686869,0.19303333,0.186138709,0.259713066,0.354385042,0.199532158,0.261280275,0.2468815,0.210902407,0.548574205,0.31954052,0.189505621,0.171623988,0.256451775,0.365757754,0.140096829,0.179460647,0.203065451,0.339939354,0.317102316,0.197585118,0.310059808,0.164992112,0.132468422,0.266050141,0.172225508,0.122745574,0.129304691,0.137922692,0.176519758,0.134471835,0.174443462,0.139715335,0.164722572,0.111015081,0.116643899,0.150076545,0.120657358,0.134644957,0.141123173,0.135746542,0.146928269,0.155594341,0.125713893,0.123161741,0.131973058
IND,India,NH3,0.751238098,0.752696026,0.75006542,0.747497948,0.748903443,0.749246852,0.75436766,0.761305181,0.761878575,0.766873153,0.768843296,0.773183962,0.775280218,0.78325253,0.789019761,0.791383028,0.797257714,0.788483413,0.798796112,0.797872996,0.800093003,0.802337673,0.804755124,0.807528652,0.811506793,0.80866824,0.81451376,0.815235685,0.816513146,0.815560624,0.811718337,0.812809002,0.806315745,0.807429033,0.807619277,0.816649046,0.826605343,0.824263122,0.823965303,0.815466658,0.81756346,0.818070233,0.816424054,0.82233851,0.826261491,0.829885836,0.828528295,0.827865278,0.831190397
IND,India,OC,0.328911591,0.327611436,0.319656624,0.327327476,0.318345453,0.32884028,0.319624599,0.328565244,0.33027826,0.314125417,0.323097759,0.323535416,0.315215183,0.329908484,0.331053519,0.325685636,0.324505475,0.317557064,0.331651359,0.335690547,0.333876031,0.330563186,0.332988082,0.338203472,0.338169203,0.289537692,0.329830338,0.326281531,0.335515972,0.331799879,0.336670552,0.337191188,0.309893213,0.30682407,0.283859978,0.30915024,0.3343393,0.296754059,0.315405176,0.247333129,0.280293151,0.283732995,0.254591214,0.285578578,0.297843595,0.295338167,0.29300871,0.262573858,0.265499422
IND,India,NOx,0.324736631,0.323916659,0.321120182,0.327753236,0.314655296,0.314021773,0.310658938,0.314691287,0.31944181,0.307380257,0.302814926,0.299753345,0.304468246,0.305261972,0.299794608,0.293157903,0.288732765,0.276847865,0.28366022,0.275519798,0.275316665,0.273693641,0.274092266,0.269017606,0.268267612,0.268536346,0.267588236,0.257952994,0.262431585,0.261779714,0.257354638,0.258790567,0.25208076,0.247802044,0.247955899,0.252574966,0.24721963,0.245802044,0.235558209,0.203767147,0.209779816,0.216704568,0.213027277,0.207592948,0.205510912,0.20753593,0.200222787,0.196059993,0.188410733
IND,India,PM2.5,0.314178147,0.312354311,0.303912559,0.308627784,0.298036703,0.304725424,0.294575605,0.300497439,0.304468601,0.289423446,0.293577287,0.290696055,0.280206566,0.287965116,0.288099906,0.279653654,0.275262748,0.267146313,0.275827936,0.275647493,0.274251583,0.272552938,0.272574416,0.271200667,0.27021865,0.252968246,0.268859203,0.261769549,0.266495757,0.267899538,0.273114947,0.271431367,0.25423242,0.254371261,0.245699656,0.254239889,0.263658982,0.251522738,0.252592727,0.210933448,0.22731876,0.223351561,0.215068764,0.221434472,0.224702995,0.223574064,0.22047566,0.20867971,0.202553905
IND,India,CO,0.282517057,0.279649543,0.271019009,0.277720162,0.269847538,0.27723357,0.268800011,0.274255577,0.275575279,0.262262214,0.267311946,0.267084282,0.259106401,0.269232287,0.269398704,0.261895904,0.258405505,0.252276527,0.26161821,0.262983184,0.262285027,0.258477382,0.259703256,0.260615965,0.257594309,0.243032231,0.250398365,0.245714407,0.249564527,0.25072608,0.244313054,0.249274833,0.224969631,0.241816843,0.235140476,0.239352706,0.256384168,0.249374721,0.248144604,0.225883013,0.237945529,0.227425649,0.228799617,0.236484291,0.238153437,0.233404396,0.234150725,0.223349802,0.224109276
IND,India,BC,0.258663654,0.257892459,0.251713857,0.254387978,0.24514295,0.251259418,0.245238625,0.247993765,0.252700806,0.242564926,0.246074148,0.244869003,0.236917175,0.24157442,0.239007818,0.235394199,0.230974996,0.225305713,0.231635847,0.230726838,0.23203993,0.234250703,0.235512428,0.230695233,0.230750454,0.239231619,0.248976161,0.23886181,0.243171792,0.256057681,0.266873209,0.267797417,0.261059072,0.257054854,0.262800319,0.269427925,0.269813714,0.278318273,0.268949359,0.217792571,0.225603803,0.232198303,0.238389577,0.232088732,0.237922763,0.244569136,0.236689899,0.232066204,0.220867086
IND,India,PM10,0.255609574,0.254592638,0.248757341,0.252038124,0.245311565,0.250060929,0.243143223,0.24736778,0.249767568,0.239302238,0.242686636,0.240822304,0.233994143,0.239581884,0.241704914,0.234307268,0.232251372,0.226799647,0.232751768,0.232961437,0.231697986,0.230492022,0.230514064,0.229628557,0.229024586,0.216546564,0.226308323,0.220578356,0.224487943,0.225782353,0.228698683,0.227263077,0.214469944,0.215966575,0.211196804,0.216752694,0.226148835,0.216977991,0.216974974,0.187928775,0.201425665,0.195143823,0.190174427,0.194871763,0.198035075,0.196242845,0.193961742,0.184922088,0.179487156
IND,India,NMVOC,0.17290858,0.171303788,0.167046269,0.170598462,0.167131795,0.171190088,0.166909469,0.170352658,0.171264111,0.164301883,0.167646258,0.167479574,0.16375532,0.16931144,0.166522392,0.166397004,0.164550505,0.160660278,0.165279887,0.164890788,0.166178343,0.164118318,0.164274891,0.163782715,0.161779113,0.156692338,0.160367322,0.157118163,0.159144309,0.159318166,0.156480765,0.159311348,0.149219033,0.152666081,0.148708358,0.151967454,0.155076078,0.155850962,0.155128072,0.14159901,0.145828518,0.149297714,0.147419835,0.15097488,0.151634865,0.150741638,0.148912561,0.146139354,0.147233316
IND,India,SO2,0.135364966,0.1348029,0.134332436,0.134864456,0.132417949,0.135356013,0.133122221,0.131635277,0.135111283,0.127598439,0.132330283,0.128766745,0.127900761,0.124020516,0.116945775,0.120014366,0.121636107,0.124430949,0.125463269,0.123379124,0.125828308,0.127922969,0.127862334,0.13045567,0.132754144,0.138039899,0.135594657,0.131690317,0.140691274,0.136442863,0.135792276,0.132576597,0.129836636,0.126975668,0.125040988,0.121324299,0.118627084,0.118881312,0.111230689,0.100774975,0.101029688,0.104832204,0.106675408,0.107238656,0.105801572,0.10500693,0.101577518,0.101137221,0.09987162
IRL,Ireland,NH3,0.991821417,0.991284707,0.991284292,0.991731486,0.991807355,0.992115184,0.991829187,0.991487263,0.992565885,0.991806645,0.990818425,0.990033938,0.990594418,0.990630222,0.990666955,0.990564414,0.990361901,0.990542992,0.991402731,0.99129613,0.990407895,0.989770104,0.989540252,0.98912655,0.988477444,0.987778523,0.987267696,0.985902478,0.984409583,0.982863775,0.981126812,0.980220614,0.980746773,0.981411262,0.980805627,0.979214923,0.976455861,0.977055234,0.979750505,0.981874001,0.980851597,0.982345317,0.984072732,0.985343213,0.985260966,0.986320783,0.986984345,0.987403252,0.987215729
IRL,Ireland,NMVOC,0.211908995,0.215186449,0.215464235,0.224455058,0.225555415,0.229926502,0.223306504,0.220998307,0.226868483,0.216442198,0.216603531,0.209382032,0.209834339,0.211384288,0.223147979,0.219702058,0.215502683,0.214573903,0.216922422,0.216253278,0.223195923,0.233953037,0.230761117,0.236149686,0.239005831,0.242387599,0.247652237,0.254556012,0.254590399,0.261357142,0.265002727,0.272199413,0.276207134,0.280107697,0.287025459,0.288418586,0.27392863,0.274414099,0.293934636,0.30383658,0.288205814,0.298366848,0.310229714,0.318592916,0.319757284,0.321522252,0.326488483,0.329278077,0.331017929
IRL,Ireland,NOx,0.196058921,0.188449878,0.187002566,0.191303913,0.189816253,0.203061381,0.198895625,0.20291042,0.246795655,0.231676313,0.233416101,0.225140511,0.23667397,0.259140373,0.254844801,0.240909132,0.246269706,0.240457727,0.244790136,0.24451754,0.262143441,0.257951093,0.25026367,0.258840325,0.258525579,0.259182932,0.24540956,0.248521015,0.241016994,0.236029311,0.237634647,0.234296453,0.240223657,0.250424632,0.251081137,0.255361508,0.251847404,0.254327649,0.259829552,0.282462945,0.284953016,0.297267309,0.312039724,0.315799555,0.314646129,0.31963192,0.312950725,0.321536102,0.320245116
IRL,Ireland,PM10,0.121005633,0.127775307,0.129820735,0.142738832,0.134658089,0.146857749,0.140208068,0.14234059,0.183107442,0.156444889,0.160786105,0.146308848,0.147644901,0.146356003,0.159682729,0.14448142,0.137597039,0.133451754,0.134348305,0.133361893,0.158606104,0.195462228,0.195870982,0.198175385,0.207402934,0.214904451,0.220100378,0.236551795,0.224968636,0.250895307,0.264249959,0.267966001,0.275460905,0.290082855,0.292090834,0.283667128,0.283148108,0.278556023,0.284126465,0.281331415,0.276130523,0.288894516,0.300402293,0.297105156,0.311802056,0.310643913,0.316718878,0.325603599,0.338324768
IRL,Ireland,PM2.5,0.089977217,0.095903643,0.097402475,0.107534985,0.10189114,0.116014264,0.108112325,0.111133287,0.156190296,0.128802131,0.132915834,0.117371546,0.120296106,0.118666313,0.136366332,0.120778608,0.114285513,0.115704869,0.115182336,0.113912212,0.141783563,0.164565611,0.160123619,0.162576151,0.164136474,0.165843147,0.173169708,0.184348045,0.17275776,0.193745129,0.20956387,0.213536719,0.214329876,0.234761,0.237640239,0.232800356,0.228948527,0.223628579,0.22877748,0.220791933,0.213585446,0.224785148,0.23325904,0.232747579,0.251277422,0.251633064,0.254319328,0.266497386,0.272883347
IRL,Ireland,BC,0.067838223,0.068977247,0.068481941,0.067342921,0.067343999,0.074529233,0.071748267,0.077196007,0.16859659,0.151186413,0.142725098,0.123345344,0.127358987,0.143741052,0.143734573,0.126963932,0.127730726,0.130814798,0.125850409,0.119039487,0.13371827,0.147817563,0.145954247,0.14503813,0.1478787,0.145577349,0.142493362,0.146298192,0.13717212,0.145110219,0.151603426,0.151209229,0.149656691,0.156466286,0.158171474,0.155165934,0.151838851,0.142071193,0.148630669,0.143308214,0.139188138,0.149981625,0.151624212,0.152685826,0.158431978,0.163246862,0.158699012,0.166151381,0.162088032
IRL,Ireland,SO2,0.063306285,0.065836594,0.067520287,0.066974255,0.066305456,0.073960908,0.073241208,0.071346544,0.13096058,0.12012295,0.112256392,0.098959788,0.097136469,0.116966775,0.108286895,0.097472079,0.112300601,0.109441075,0.103327703,0.101149812,0.128420723,0.137125786,0.131706188,0.135933712,0.137325381,0.146420828,0.139011128,0.143175317,0.133147861,0.1345467,0.153982989,0.150488037,0.152483186,0.16384005,0.157863528,0.162657449,0.157905075,0.165725544,0.169968992,0.155704378,0.149341965,0.159056653,0.161625385,0.165718914,0.176660054,0.186938981,0.188559705,0.209750296,0.222077851
IRL,Ireland,CO,0.089579775,0.092449047,0.093679674,0.098028854,0.095374165,0.098344891,0.096751573,0.099453497,0.103577118,0.099782729,0.101791922,0.100790567,0.100785396,0.097916177,0.106767126,0.101145497,0.098880337,0.098382078,0.099440839,0.098188984,0.102955534,0.105831837,0.1045944,0.104123716,0.103015046,0.100097052,0.105534226,0.105650548,0.104831502,0.110440257,0.113903973,0.114521518,0.113929448,0.116566477,0.120444515,0.118062435,0.115415607,0.113940828,0.119095802,0.114302653,0.114250099,0.124012243,0.129419182,0.133514249,0.141862308,0.146294516,0.144780945,0.153501544,0.149520329
IRL,Ireland,OC,0.041640972,0.047133206,0.045894928,0.050175807,0.045355742,0.053378054,0.048674012,0.0573704,0.072524197,0.058368061,0.064686565,0.058540256,0.06169833,0.057124207,0.080678619,0.066531915,0.061888144,0.067590125,0.065263599,0.065057751,0.068026426,0.075302769,0.078988079,0.073297185,0.079257855,0.067734736,0.075882606,0.084562847,0.079036712,0.101531659,0.116046454,0.121293118,0.117581868,0.121421975,0.129974213,0.113463449,0.10925778,0.10245418,0.111954357,0.096540266,0.095150681,0.109917791,0.107263634,0.105067971,0.11728217,0.118159235,0.115848714,0.120671614,0.117968583
IRN,"Iran, Islamic Republic of",NH3,0.970347553,0.971262306,0.969830232,0.966465775,0.966664829,0.964878737,0.964412503,0.962435356,0.964764791,0.963718518,0.964114121,0.964345038,0.963183663,0.960189518,0.96203614,0.961434783,0.96374334,0.96288677,0.962143087,0.96313609,0.960727093,0.958865204,0.95808005,0.959250407,0.959016309,0.958064764,0.955809164,0.955987773,0.954586958,0.952909307,0.949466871,0.947630267,0.946258233,0.948577014,0.951517045,0.947214447,0.94701424,0.94628591,0.947950714,0.950969257,0.950714145,0.95188693,0.936723979,0.933651119,0.93095227,0.932663953,0.938858239,0.939367041,0.940468061
IRN,"Iran, Islamic Republic of",PM10,0.207400095,0.229128854,0.221010208,0.198211415,0.209181494,0.198316133,0.194461988,0.187098233,0.19177797,0.201126385,0.197313182,0.201627422,0.198699616,0.175332362,0.191070241,0.191814866,0.208935148,0.208304979,0.215143,0.22787112,0.212432943,0.215433146,0.210266157,0.215523238,0.215487119,0.212346969,0.199891867,0.202604223,0.213183096,0.205501205,0.215301916,0.225723123,0.248487642,0.293359977,0.332571322,0.290744687,0.293543645,0.282151663,0.301607982,0.32491332,0.300956824,0.326364404,0.334098964,0.326151198,0.316656363,0.338420011,0.371916157,0.377405686,0.378978008
IRN,"Iran, Islamic Republic of",NMVOC,0.169707503,0.169579219,0.17367251,0.173942645,0.174688278,0.175971965,0.176297961,0.176750711,0.174483921,0.170304498,0.164191228,0.165935764,0.174559277,0.171143566,0.166019731,0.16616665,0.16740003,0.172687194,0.172870725,0.175198774,0.171742293,0.171722752,0.178525657,0.169559928,0.168981315,0.165992884,0.164710635,0.160387149,0.168465382,0.155997851,0.155828083,0.151399457,0.154690514,0.161590996,0.172743166,0.1704505,0.16549183,0.16756566,0.175280952,0.18420572,0.18368927,0.182886539,0.192063326,0.186298023,0.18343629,0.186363844,0.188543665,0.185312008,0.184916902
IRN,"Iran, Islamic Republic of",PM2.5,0.181401273,0.204064271,0.189019547,0.16449423,0.179551169,0.169862241,0.164856216,0.152058106,0.151112916,0.153461458,0.149266086,0.152234664,0.149701916,0.130919958,0.144842436,0.148316553,0.150296046,0.146589889,0.152827619,0.161023286,0.150114735,0.153655401,0.151359845,0.155644515,0.156286206,0.151496446,0.147266633,0.145139281,0.149914014,0.14489247,0.144849474,0.143563421,0.155452963,0.19625052,0.202369225,0.152009224,0.151182149,0.143588794,0.153935067,0.156620379,0.142354742,0.157632872,0.163384163,0.157617739,0.146001116,0.155821289,0.176168165,0.181561359,0.183253718
IRN,"Iran, Islamic Republic of",NOx,0.185154882,0.184553728,0.18231888,0.172974335,0.172329577,0.170245037,0.165394255,0.161977671,0.162517521,0.163117072,0.164177136,0.167596366,0.168358901,0.164515893,0.161961126,0.160536262,0.164227046,0.163127217,0.164104144,0.167977776,0.16123761,0.158563013,0.165234476,0.158749448,0.159042205,0.157723848,0.159651087,0.157309021,0.163948922,0.153832172,0.152355443,0.149204518,0.150001447,0.157392085,0.154936357,0.142374436,0.141990047,0.135489571,0.139623161,0.125861077,0.12966727,0.133151141,0.122095204,0.117026614,0.108461342,0.10629312,0.116577966,0.117076543,0.117139592
IRN,"Iran, Islamic Republic of",BC,0.172697907,0.176976075,0.172136468,0.161856397,0.159478318,0.15493769,0.150382796,0.14400225,0.144059757,0.142904771,0.14016635,0.139122362,0.139000205,0.134423464,0.136560511,0.136271022,0.137413908,0.136886478,0.138994733,0.140378831,0.139322457,0.140873798,0.144482471,0.147898517,0.148413544,0.147701383,0.154246636,0.143725167,0.150933579,0.150697067,0.144955805,0.13801958,0.15103337,0.19396903,0.188024045,0.120964579,0.117183191,0.113864062,0.117390478,0.103557127,0.101287119,0.10981235,0.113028138,0.106580145,0.097364356,0.09514433,0.102359221,0.102978748,0.101985834
IRN,"Iran, Islamic Republic of",CO,0.124315009,0.132717378,0.131581056,0.128103737,0.128421522,0.12800596,0.13204888,0.130088934,0.130980977,0.131565552,0.125321851,0.127649589,0.130137865,0.124738065,0.130244115,0.133143576,0.13129692,0.129264984,0.131932006,0.135117761,0.133554852,0.131641578,0.130083986,0.130424664,0.133712575,0.133252757,0.129753208,0.13220203,0.135899247,0.129854373,0.132807589,0.13396497,0.13291358,0.1342726,0.13253543,0.130331369,0.129616499,0.123408406,0.126115885,0.11889779,0.107409784,0.113500543,0.10939516,0.106314518,0.101218718,0.101702369,0.100826144,0.102879106,0.103234583
IRN,"Iran, Islamic Republic of",OC,0.103604558,0.125443986,0.113296089,0.100866811,0.128362853,0.131295688,0.132424078,0.12098037,0.116937481,0.122087037,0.11654881,0.124778177,0.12819114,0.112265491,0.133782185,0.139998441,0.13561411,0.12937454,0.137448452,0.146866298,0.135850566,0.140230683,0.134795532,0.13693635,0.139307258,0.131170816,0.116842591,0.134299842,0.129847653,0.120493624,0.131819633,0.13741336,0.128237088,0.133116845,0.128356122,0.121208182,0.121462615,0.113830367,0.128050997,0.122182485,0.085565145,0.112717484,0.124212097,0.114760935,0.103730609,0.106045099,0.100275638,0.101713598,0.106087697
IRN,"Iran, Islamic Republic of",SO2,0.1205961,0.118524013,0.120699258,0.117945948,0.118821857,0.116402777,0.11639939,0.118818653,0.118932909,0.118155837,0.107538388,0.10230434,0.105851737,0.105591875,0.102692525,0.105346986,0.099482577,0.10344424,0.103705501,0.10502226,0.10181083,0.100820209,0.105061541,0.103547773,0.107085368,0.105927277,0.103816304,0.0981558,0.10772527,0.096856712,0.09387045,0.088031443,0.08890875,0.092970407,0.090706821,0.086212779,0.085501311,0.080788633,0.085920958,0.081735012,0.094943038,0.100274399,0.101046977,0.101362533,0.090629492,0.086591722,0.100380545,0.104310906,0.09880491
IRQ,Iraq,NH3,0.97013933,0.975343527,0.97065612,0.961166846,0.969295032,0.966102127,0.959667539,0.945392544,0.937984026,0.919136137,0.918913402,0.956899213,0.961015811,0.942635754,0.95397443,0.953247231,0.948133992,0.945196933,0.934404706,0.927584409,0.930598164,0.925522634,0.90685905,0.917100222,0.91205886,0.907517485,0.906010291,0.899089603,0.912435273,0.921184379,0.911302843,0.906642137,0.924228666,0.840869692,0.821112714,0.895275135,0.904373462,0.908265157,0.902153927,0.903644584,0.894181431,0.895074788,0.888369972,0.890977397,0.895223888,0.882940105,0.89657889,0.883866268,0.888640897
IRQ,Iraq,OC,0.501059307,0.591119879,0.677575384,0.383072717,0.604674547,0.506068077,0.537465224,0.33867426,0.349502926,0.330242668,0.333657468,0.346172425,0.329390347,0.240206394,0.228809962,0.387278645,0.333419518,0.248567434,0.320930479,0.276518777,0.338848692,0.354686197,0.29406577,0.330899866,0.323844252,0.288314091,0.329238093,0.306132481,0.286294055,0.257765327,0.226053192,0.324687998,0.454004947,0.499675911,0.466458878,0.499515052,0.52270025,0.505493013,0.382914646,0.426716989,0.513064635,0.508818418,0.513558563,0.566500853,0.601403054,0.41710909,0.440822742,0.473741313,0.493082044
IRQ,Iraq,PM2.5,0.348240064,0.402798584,0.496968613,0.255689658,0.415478692,0.332260571,0.352260854,0.220229998,0.224596726,0.211052377,0.2156408,0.230216839,0.234054748,0.170607801,0.163438201,0.258609188,0.226493856,0.175337306,0.220473541,0.194013194,0.227502653,0.232596158,0.205385825,0.208208455,0.192639452,0.173508161,0.222025507,0.198124338,0.195105951,0.190740617,0.174358701,0.210273421,0.284383907,0.317995458,0.296381342,0.320471328,0.334493194,0.32708523,0.219061505,0.221396936,0.275367791,0.266694596,0.263384645,0.295215035,0.318257282,0.19720795,0.208820558,0.222649424,0.234443006
IRQ,Iraq,PM10,0.330166296,0.381668162,0.46510822,0.250837303,0.395198164,0.324997004,0.336283474,0.217974301,0.224670159,0.214628909,0.22176999,0.240987263,0.281626944,0.196237116,0.205312752,0.28921035,0.264064656,0.218729609,0.258514576,0.260106047,0.257489156,0.212308456,0.192708387,0.191277239,0.180664711,0.162884454,0.211543767,0.190719386,0.188855438,0.188056681,0.173801184,0.208766612,0.273514761,0.299479012,0.285654819,0.310161771,0.326263772,0.326005867,0.214658785,0.210329867,0.255532006,0.2506031,0.244441371,0.27635385,0.28652298,0.196805631,0.204219602,0.221243529,0.226066006
IRQ,Iraq,CO,0.299468791,0.282978835,0.394927379,0.230467854,0.307792703,0.262396649,0.276390198,0.212746055,0.224352927,0.205701316,0.217110461,0.240470268,0.235492894,0.189951718,0.177310367,0.256501377,0.225930083,0.188617569,0.222630488,0.190390111,0.231448645,0.236114313,0.217446916,0.237440122,0.2238932,0.208498637,0.22924102,0.204588383,0.199085778,0.192378866,0.17769728,0.198143259,0.239531985,0.249047021,0.233175091,0.251257482,0.257145208,0.28697727,0.211491525,0.216426479,0.263341416,0.257467431,0.254670175,0.286747743,0.304256549,0.19750246,0.204635565,0.206989145,0.217553884
IRQ,Iraq,BC,0.294219598,0.271054519,0.370028858,0.224998313,0.260550501,0.210702639,0.214240643,0.169420262,0.178190009,0.164358619,0.167541576,0.168015081,0.161433576,0.153347842,0.137782742,0.172731413,0.163966719,0.146219767,0.163990858,0.144708834,0.172199396,0.166361649,0.161881599,0.160935907,0.150177014,0.146525024,0.156061178,0.143172208,0.150236918,0.148505439,0.14001325,0.146014155,0.17674573,0.184898649,0.173396293,0.185169661,0.187900581,0.177678202,0.150007318,0.140201983,0.169899238,0.159287311,0.155417745,0.171211971,0.186695148,0.130622879,0.135855566,0.131038248,0.138641463
IRQ,Iraq,NMVOC,0.127141182,0.12629263,0.12113344,0.124143556,0.132060477,0.135641411,0.13504591,0.13355255,0.133056956,0.131729137,0.136210364,0.14009363,0.157546433,0.142440879,0.140137466,0.143706818,0.140071849,0.13873516,0.136728325,0.140204662,0.139451481,0.11045185,0.112349036,0.109929016,0.10743744,0.107625212,0.11248645,0.106780238,0.117355341,0.140290735,0.133916986,0.128860005,0.131154863,0.119163017,0.125419686,0.132411406,0.13315469,0.139978435,0.125540023,0.103631239,0.104474799,0.109588098,0.110144767,0.108877155,0.099678724,0.095894617,0.096637281,0.096442259,0.096181072
IRQ,Iraq,NOx,0.14516056,0.141415698,0.143622401,0.131561925,0.1417242,0.138349337,0.136365775,0.131057507,0.127329989,0.123216862,0.128940046,0.136914076,0.140431069,0.130081801,0.134035429,0.135549851,0.132340471,0.132881225,0.134872125,0.132094608,0.136528344,0.131510188,0.120128227,0.115194896,0.109400886,0.108894488,0.109080464,0.100706463,0.117261976,0.133432338,0.125695304,0.12282831,0.138060824,0.110918511,0.10300682,0.115555636,0.113167609,0.120980287,0.108442963,0.092064729,0.087377049,0.093801383,0.087615178,0.084362587,0.082653703,0.076494061,0.076961753,0.078175001,0.07851426
IRQ,Iraq,SO2,0.07257359,0.072143667,0.069403703,0.071413808,0.075770562,0.077118527,0.076438047,0.071192805,0.068440606,0.066437649,0.067471275,0.067207512,0.070428901,0.068162659,0.068619581,0.068554352,0.065568914,0.067917917,0.067190214,0.067491297,0.067803848,0.065726023,0.060115066,0.059476943,0.060490656,0.059584732,0.059674058,0.058074599,0.059879216,0.068374932,0.06572983,0.063851893,0.066118099,0.0644543,0.066040058,0.068271781,0.061205224,0.063836245,0.060786371,0.058701559,0.059657735,0.060848444,0.057224271,0.055651344,0.054965636,0.054071909,0.054468834,0.056041265,0.056248627
ISL,Iceland,NH3,0.962251062,0.961633908,0.962925947,0.960757343,0.969225778,0.967743498,0.964017615,0.966908535,0.968590674,0.968635459,0.970819858,0.974262098,0.982739554,0.979970504,0.979684454,0.982622987,0.983789332,0.98495471,0.986209817,0.988255123,0.98945194,0.989664682,0.989918019,0.989995899,0.990195683,0.990115027,0.989992093,0.981784775,0.972950602,0.964203617,0.95520515,0.953613657,0.953266335,0.952452142,0.94849648,0.950063386,0.946172313,0.947837259,0.950364648,0.952580682,0.954428804,0.954594342,0.954947402,0.948934394,0.95265134,0.955673782,0.953145812,0.953965651,0.952105735
ISL,Iceland,SO2,0.290571881,0.250966264,0.25829955,0.237269335,0.251343053,0.284101314,0.284918169,0.293343542,0.285875473,0.288938629,0.332072126,0.338321823,0.550132724,0.542570438,0.492762147,0.454858938,0.458609307,0.46986436,0.494466119,0.464452732,0.466972047,0.487921127,0.545730832,0.546550889,0.500403088,0.537971552,0.501918584,0.539512234,0.469922384,0.435855607,0.368072573,0.388966867,0.389678312,0.377181273,0.323390827,0.352009012,0.35179806,0.358115657,0.311318269,0.344228551,0.340419777,0.337050946,0.324904953,0.360316965,0.346863256,0.345108255,0.265727453,0.258478533,0.256897991
ISL,Iceland,NOx,0.16346026,0.152855584,0.156328109,0.150314035,0.158999225,0.166189384,0.164645527,0.167302822,0.161093459,0.154575892,0.157437796,0.146158635,0.240491486,0.242469683,0.236154172,0.239842918,0.235753617,0.230696065,0.240081552,0.229844852,0.226847733,0.218305027,0.235017351,0.240566165,0.226360527,0.238587839,0.238329324,0.276250567,0.270518982,0.283344788,0.280981447,0.290491826,0.319402044,0.317582288,0.299694041,0.300317902,0.223036961,0.206701373,0.220174095,0.247460694,0.250472022,0.256373991,0.265798242,0.259872867,0.250206221,0.256624873,0.228421501,0.214735351,0.209328674
