Country_code_A3,Name,Substance,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
ECU,Ecuador,NH3,0.892178543,0.894277853,0.897806492,0.904894375,0.907023634,0.90837302,0.92220632,0.928942896,0.928746969,0.931851152,0.932966003,0.933886688,0.928883493,0.92961804,0.930832287,0.923034361,0.920451987,0.914581982,0.919057917,0.92727555,0.934245195,0.93478694,0.946061462,0.949992021,0.953251397,0.950335148,0.952550848,0.962557484,0.958805328,0.955555505,0.955370536,0.960234865,0.963683229,0.963875997,0.964013935,0.965360628,0.963673026,0.954562392,0.964632229,0.967677194,0.970188188,0.966979506,0.964830685,0.968296144,0.96664877,0.965347881,0.964568875,0.96383571,0.965934913
ECU,Ecuador,OC,0.342967428,0.336620444,0.329701477,0.33599902,0.364784721,0.392115406,0.359742031,0.391179106,0.372484235,0.366409426,0.368646666,0.368597679,0.333755506,0.323513717,0.338477664,0.330468067,0.369036201,0.37555956,0.368455278,0.386607761,0.399558482,0.401145704,0.400396364,0.425277407,0.434159511,0.402850476,0.403531743,0.429008584,0.44396428,0.490725532,0.48044188,0.432587705,0.500767001,0.513706178,0.539859073,0.489764033,0.55971667,0.513376122,0.599395233,0.559031186,0.606947334,0.55467203,0.446068501,0.559153962,0.561354079,0.550584624,0.51464681,0.571554808,0.507862641
ECU,Ecuador,PM10,0.305558833,0.304222232,0.303123361,0.308540939,0.320324484,0.33406315,0.317897047,0.338362281,0.32722428,0.318704753,0.31658136,0.315116665,0.299542105,0.279654587,0.283206672,0.279999263,0.306118035,0.302916791,0.301128451,0.315570855,0.321636335,0.327682256,0.335340503,0.348121906,0.346109051,0.343445133,0.349842624,0.350713007,0.384444619,0.445140721,0.451814757,0.444085604,0.478591694,0.480799008,0.495957138,0.453447505,0.46565975,0.44611167,0.491635156,0.466137868,0.505775003,0.444310762,0.412422491,0.460402716,0.466327567,0.466046577,0.447089519,0.476509448,0.443757195
ECU,Ecuador,PM2.5,0.376184447,0.375415756,0.36771691,0.375373627,0.387353717,0.402593292,0.37561153,0.398272199,0.376781333,0.355178516,0.34501976,0.335726792,0.318054207,0.299130843,0.297505933,0.285258623,0.312759074,0.311475223,0.308430009,0.327805414,0.324313252,0.330706307,0.323259389,0.338877623,0.334273183,0.333872111,0.326870952,0.312209996,0.3552114,0.4273985,0.412797784,0.402656398,0.432875443,0.434494957,0.449301384,0.427878433,0.449315094,0.426550335,0.451416395,0.416839509,0.44580477,0.398424107,0.364910068,0.401186875,0.411849623,0.420267454,0.39149749,0.420366887,0.379941192
ECU,Ecuador,BC,0.399959726,0.397807659,0.391928778,0.399347921,0.393598685,0.400599252,0.382796936,0.391304807,0.376314266,0.344139283,0.327509455,0.31300292,0.307813121,0.291049492,0.275413386,0.260866903,0.277705603,0.275031716,0.26882144,0.283722569,0.266009893,0.272920614,0.26788823,0.275915131,0.262974784,0.274033676,0.264497429,0.227470951,0.284433078,0.333771901,0.320613923,0.332886672,0.333783447,0.334296947,0.335805021,0.3644574,0.359161536,0.341897908,0.318329969,0.281902634,0.282715637,0.277688597,0.273169754,0.269689087,0.282548232,0.296490799,0.291104159,0.295631847,0.267261338
ECU,Ecuador,CO,0.23834446,0.230857875,0.216949175,0.218617085,0.222099254,0.230569546,0.205593315,0.220379095,0.202330404,0.203979915,0.197960776,0.203168991,0.203833324,0.199055084,0.190829449,0.173277335,0.193218985,0.192295553,0.18396182,0.192654369,0.180088118,0.182587831,0.168605752,0.183469323,0.194948409,0.191249222,0.19286473,0.219108683,0.222279653,0.234449405,0.232178627,0.244078965,0.265372278,0.283569705,0.30763289,0.318374377,0.345130599,0.356187735,0.389394861,0.365097494,0.353622112,0.329080563,0.310353988,0.319496744,0.330211347,0.342758105,0.310171742,0.320516316,0.314298409
ECU,Ecuador,NMVOC,0.196939826,0.194863392,0.191138325,0.185133096,0.188300161,0.19347931,0.183114509,0.188486732,0.181799393,0.181051253,0.183601628,0.184435484,0.186501417,0.171650138,0.183539042,0.184849168,0.211394268,0.213047523,0.202905172,0.19991327,0.17692956,0.177755698,0.172274619,0.174361454,0.173481424,0.17174747,0.185718349,0.193982517,0.196845694,0.202667818,0.216381186,0.216194745,0.222405824,0.222473951,0.22136633,0.216839652,0.197732599,0.20027383,0.226942952,0.225777193,0.236491049,0.207406391,0.211259721,0.216796923,0.213441797,0.216652789,0.209814284,0.211090714,0.20611299
ECU,Ecuador,NOx,0.346961492,0.340175237,0.324293185,0.306816485,0.286665888,0.274337561,0.250309751,0.238237038,0.216057437,0.210391291,0.204536992,0.186488686,0.185290042,0.188948091,0.192687635,0.181941433,0.192629719,0.192574993,0.189848172,0.198229332,0.180868724,0.181510762,0.173490609,0.182160047,0.177216058,0.177040341,0.172928393,0.156909617,0.177012123,0.203205707,0.197811613,0.2006834,0.19853907,0.201600721,0.19306974,0.177465563,0.181133004,0.178374192,0.173057126,0.156192936,0.149203835,0.151152138,0.150659275,0.147939555,0.150070167,0.153889027,0.155018473,0.160469382,0.155048191
ECU,Ecuador,SO2,0.14223918,0.140955832,0.14584417,0.141820014,0.128720335,0.12910807,0.119334299,0.114017775,0.107533741,0.114126397,0.110124256,0.100307306,0.102913844,0.10119987,0.116850581,0.106989616,0.13262437,0.125217051,0.125282069,0.121343569,0.093225621,0.091192003,0.08841827,0.092385995,0.089005784,0.090131381,0.088186582,0.076934649,0.082042695,0.08868102,0.091675047,0.089693236,0.087657607,0.090905463,0.081521183,0.077139609,0.079298297,0.076965391,0.074190498,0.06790305,0.074287562,0.074964893,0.07593921,0.075398452,0.074381881,0.079616358,0.083310261,0.094472966,0.092403801
EGY,Egypt,NH3,0.92645009,0.926705483,0.924957746,0.926577942,0.926621517,0.923354291,0.921715487,0.919387095,0.925107149,0.921964447,0.891602585,0.877542409,0.870604589,0.873187038,0.879430085,0.879364995,0.888488673,0.888493634,0.886634517,0.886650433,0.882602894,0.890390586,0.883615567,0.888437911,0.883673969,0.899095019,0.917278197,0.919098513,0.920760929,0.922995338,0.924510118,0.928532803,0.929743075,0.932830985,0.932950064,0.932006834,0.926180094,0.923637569,0.92322153,0.917931305,0.916783695,0.915797569,0.909547795,0.90944824,0.90887391,0.909937418,0.910295659,0.908371927,0.905277247
EGY,Egypt,BC,0.331974879,0.334732664,0.316996374,0.335980034,0.320126076,0.312366594,0.287932478,0.279326107,0.286503002,0.278756936,0.263283715,0.254520878,0.246455217,0.238917152,0.228464016,0.223770045,0.227263453,0.214526006,0.212514275,0.20576965,0.201605576,0.211947608,0.206123472,0.205109143,0.216223916,0.203578662,0.201553398,0.183114843,0.173567143,0.16561927,0.177243804,0.175331351,0.174160699,0.167396594,0.171615023,0.179260387,0.180950471,0.178835463,0.168928579,0.156935524,0.154173091,0.157549322,0.158976528,0.161748658,0.154224989,0.162378517,0.172488044,0.174221038,0.177621702
EGY,Egypt,PM10,0.272535306,0.27321218,0.26870945,0.27016065,0.267965981,0.263677027,0.251273355,0.239182431,0.247323744,0.235692644,0.227823876,0.221889986,0.218108988,0.22167295,0.216076303,0.207106887,0.203377862,0.196783389,0.192934062,0.191990565,0.191780633,0.192393427,0.198320497,0.207545131,0.219292597,0.219610106,0.215149637,0.199885094,0.179844254,0.176194415,0.181942163,0.181253184,0.17964889,0.175453837,0.164144087,0.167850551,0.167484266,0.166805957,0.163342609,0.152460408,0.154313532,0.160530702,0.157496139,0.17343425,0.167305369,0.169711539,0.175730445,0.166592983,0.164369225
EGY,Egypt,PM2.5,0.288250835,0.288795884,0.282122993,0.285950588,0.279841063,0.275167053,0.260677099,0.24808866,0.25586476,0.244489558,0.233417469,0.226131466,0.220200614,0.217420801,0.209183689,0.201335157,0.19775054,0.19225381,0.188377708,0.184995067,0.183437554,0.185849245,0.186901694,0.191605988,0.200895491,0.194796505,0.19099886,0.170910905,0.159270989,0.154770508,0.162684825,0.160824472,0.159797406,0.153770638,0.153261003,0.156958233,0.156445507,0.154047824,0.147553742,0.134925817,0.134778663,0.140854962,0.137129996,0.143858484,0.136565743,0.14026524,0.147936068,0.143079429,0.139758045
EGY,Egypt,NOx,0.273619935,0.271784666,0.255028857,0.262288434,0.249338338,0.244328342,0.224048544,0.21831531,0.219174269,0.20627215,0.201675538,0.190242914,0.18766378,0.178204311,0.171805405,0.171963199,0.177212611,0.169498901,0.169142611,0.167272793,0.16354356,0.171058608,0.16869255,0.171178594,0.179538522,0.182024883,0.182045602,0.161294558,0.158946703,0.158233024,0.170043359,0.171019276,0.168365917,0.166999275,0.172757099,0.174851599,0.168270927,0.161953726,0.158791277,0.156356415,0.155459254,0.158846305,0.152555993,0.144940701,0.140974408,0.142904431,0.147155034,0.147886521,0.141564424
EGY,Egypt,OC,0.126893759,0.128134077,0.127595492,0.126758139,0.126363562,0.129425256,0.125341365,0.116717666,0.123542409,0.11840408,0.11708786,0.117422757,0.114877901,0.116084656,0.11290315,0.109301365,0.109031986,0.107911429,0.10935534,0.11283252,0.118779077,0.118529372,0.118929833,0.120643866,0.118548678,0.120756139,0.119320852,0.117994478,0.113697262,0.111456254,0.110814112,0.108176466,0.112802363,0.112252078,0.110213387,0.108997954,0.113389156,0.113249706,0.111639032,0.110970392,0.109597789,0.111443855,0.113730309,0.113381083,0.112523264,0.119556949,0.128695803,0.131561235,0.13201068
EGY,Egypt,NMVOC,0.079204754,0.079966349,0.079460491,0.079745292,0.075621192,0.078062831,0.075238265,0.073665507,0.075578948,0.074306542,0.072053291,0.071783429,0.072089071,0.071991976,0.071784118,0.071839295,0.071860723,0.071783346,0.07284503,0.0695557,0.068939576,0.071203804,0.071957648,0.075999382,0.080887285,0.078647911,0.075476967,0.076763433,0.06347761,0.059100606,0.057075739,0.056070765,0.058374278,0.058045279,0.049093759,0.050016083,0.055546869,0.058358209,0.056099038,0.056505473,0.062030919,0.060594504,0.061795044,0.06317236,0.063848399,0.073939041,0.093293139,0.101895097,0.106530715
EGY,Egypt,CO,0.075634627,0.078680461,0.078193337,0.078373102,0.074280296,0.079201301,0.075395115,0.071632342,0.07476328,0.073890011,0.070622037,0.074330425,0.075211224,0.07395427,0.073660906,0.072988473,0.073140918,0.072116511,0.073160075,0.066769078,0.069216309,0.066721119,0.063688795,0.064857955,0.061863311,0.060108171,0.055914239,0.056403294,0.049304882,0.045236184,0.043092073,0.041579522,0.039558017,0.038950112,0.03781991,0.035168881,0.040818651,0.044557441,0.042544193,0.043858,0.047251613,0.045812227,0.046555605,0.047747712,0.048188276,0.059794253,0.086660892,0.094021858,0.096230882
EGY,Egypt,SO2,0.066405395,0.06641209,0.063904428,0.068640305,0.066873706,0.062143809,0.057890743,0.058413322,0.060032092,0.059088368,0.057179277,0.056658497,0.055619945,0.056555243,0.056701298,0.057087832,0.051108181,0.046122701,0.046367267,0.046393636,0.045806455,0.048406505,0.04729359,0.045863506,0.052595685,0.046476689,0.0455393,0.049856595,0.052225736,0.051975551,0.055261958,0.051000165,0.051836631,0.052372815,0.060466576,0.075617307,0.076320915,0.078822665,0.077249153,0.080395015,0.081848928,0.084479425,0.084634116,0.069152796,0.067865766,0.068224133,0.069679606,0.07033633,0.070296481
ERI,Eritrea,NH3,0.794371949,0.796987485,0.792009126,0.78706973,0.782975685,0.775422511,0.77299475,0.770897843,0.773727454,0.772782778,0.768870026,0.768218918,0.762990469,0.766026867,0.755871503,0.757197958,0.758626407,0.748137249,0.74641202,0.746400186,0.739574775,0.73801665,0.732831365,0.679955441,0.662531166,0.656972459,0.674556893,0.683056797,0.789264977,0.780244548,0.76264674,0.783655702,0.776127192,0.7803938,0.801502296,0.80045746,0.782716723,0.791008059,0.786580498,0.787818139,0.768666988,0.777408521,0.772681216,0.768940151,0.765939738,0.762950172,0.761673868,0.755682607,0.752410927
ERI,Eritrea,NOx,0.420558574,0.421712481,0.393533763,0.369622927,0.37860886,0.37045923,0.367274682,0.336675534,0.350412178,0.334104404,0.323623577,0.333353092,0.336095958,0.371451258,0.345183418,0.384093895,0.37535216,0.337844194,0.35037313,0.337549144,0.325974384,0.331120874,0.309862809,0.229069804,0.235866003,0.216539975,0.208231428,0.200134301,0.268174616,0.228689384,0.172871964,0.259938518,0.250081405,0.263472751,0.270815676,0.295520795,0.305437923,0.290701357,0.291394172,0.314978599,0.29570875,0.290633237,0.279583931,0.276093959,0.274082402,0.271401617,0.269729201,0.262394264,0.248945143
ERI,Eritrea,OC,0.252700875,0.258848646,0.244532317,0.22899783,0.242186245,0.2301087,0.234503037,0.216780479,0.229581572,0.226930541,0.233557712,0.24075725,0.223725109,0.2359661,0.227693117,0.22326884,0.230234434,0.2237535,0.227525531,0.211955856,0.206341684,0.209422043,0.194939012,0.197465994,0.206557093,0.176764074,0.17300802,0.160604304,0.254761948,0.193974358,0.113806676,0.263764744,0.226254803,0.243652937,0.30801313,0.347771431,0.351875683,0.307906792,0.251582848,0.316615104,0.313084815,0.322004428,0.320387195,0.316528433,0.320505217,0.318312023,0.320591168,0.320275147,0.32317411
ERI,Eritrea,PM2.5,0.201950006,0.207541742,0.19654625,0.182229869,0.197913124,0.186297861,0.188335613,0.171705683,0.184957139,0.181255352,0.181788441,0.190581445,0.175115448,0.186111546,0.179866146,0.178508984,0.183150065,0.177485872,0.18166704,0.168529291,0.160865638,0.166269871,0.15391855,0.154316797,0.166383598,0.146125437,0.137374411,0.123087578,0.192826327,0.149095366,0.0889354,0.211612754,0.180593041,0.195268238,0.221362586,0.249705765,0.252361274,0.215000383,0.177164894,0.228804557,0.225120142,0.225017019,0.220978053,0.216119767,0.217983609,0.216703501,0.218432015,0.215854167,0.216098028
ERI,Eritrea,CO,0.217204618,0.221954736,0.209357543,0.199200644,0.20265,0.191437575,0.193510991,0.179302616,0.186504448,0.183404692,0.191962253,0.193971702,0.181091167,0.188771975,0.177943223,0.173094103,0.178008002,0.171480672,0.172556581,0.161354347,0.159041404,0.158186698,0.147575281,0.140034303,0.155892044,0.141248257,0.131776818,0.125881574,0.202432761,0.168681556,0.112219015,0.193866589,0.169917024,0.178285203,0.178365754,0.203119829,0.203480181,0.190711983,0.151689709,0.178861861,0.173050215,0.175178057,0.165834979,0.161805787,0.161513005,0.158355321,0.158382155,0.154341307,0.153507671
ERI,Eritrea,BC,0.158623037,0.16133687,0.153046672,0.144419276,0.147361704,0.141078756,0.142441357,0.136363353,0.140811111,0.140758349,0.147177046,0.146364827,0.140090233,0.145533982,0.139627322,0.135874306,0.139030373,0.136233282,0.137477112,0.130298382,0.129504745,0.126719086,0.122065481,0.122229464,0.134088258,0.124756567,0.119714005,0.116750498,0.168449313,0.146115126,0.109103543,0.16015376,0.14284685,0.14843391,0.143292259,0.163354777,0.164617264,0.156694871,0.126300401,0.148842119,0.145664653,0.145404204,0.138916433,0.135419798,0.134659151,0.132600367,0.132449092,0.129244693,0.128700805
ERI,Eritrea,PM10,0.129362084,0.132777251,0.127445187,0.121610727,0.126381138,0.122118986,0.124011793,0.118074274,0.123278795,0.122788404,0.125372071,0.128092467,0.122066517,0.127025327,0.124447729,0.123226341,0.126038596,0.124117402,0.125959226,0.120553584,0.118576728,0.119335072,0.113853285,0.11029112,0.120320448,0.110478964,0.106215704,0.096707129,0.138818317,0.115408074,0.079490251,0.141333744,0.126577501,0.133240745,0.121400107,0.135523482,0.136254613,0.125838195,0.105244219,0.122693613,0.119735048,0.118247741,0.112338741,0.109127278,0.108524217,0.106920759,0.107079222,0.104053279,0.103162155
ERI,Eritrea,NMVOC,0.141170336,0.143929969,0.138936087,0.134707982,0.134722039,0.131576407,0.133437903,0.130292688,0.131997883,0.132126664,0.136810125,0.135585544,0.131445377,0.134112536,0.131811585,0.128782786,0.130837596,0.129320052,0.129757404,0.125526746,0.126291659,0.120679664,0.11488341,0.101792174,0.11202925,0.105469688,0.101694758,0.091123539,0.115901054,0.104097018,0.085497858,0.10132183,0.093357384,0.093895635,0.075124199,0.08190168,0.081212547,0.080124454,0.067383675,0.072922887,0.070466866,0.070663894,0.066331596,0.064662155,0.063943336,0.06259368,0.062276409,0.060317774,0.059503248
ERI,Eritrea,SO2,0.08981813,0.090877099,0.094329912,0.08897621,0.089440751,0.092604805,0.092448425,0.087028964,0.091669473,0.088887306,0.090443474,0.084129876,0.094419359,0.103616152,0.101138055,0.10561338,0.093030497,0.090485516,0.091815773,0.088379183,0.087158506,0.083203575,0.06238509,0.060154819,0.065656815,0.065783776,0.063631769,0.065233181,0.084254978,0.074778639,0.065382746,0.079956323,0.076906354,0.077791634,0.075652098,0.081988965,0.08387051,0.082509991,0.078181489,0.081050948,0.080848892,0.079347973,0.076923345,0.07671961,0.07680867,0.076326937,0.076358492,0.075537501,0.074089541
ESH,Western Sahara,NH3,0.991109685,0.991249132,0.992242694,0.992201332,0.991328396,0.991417892,0.991974192,0.992176747,0.992440241,0.99162359,0.99060629,0.991351742,0.991760149,0.991556313,0.992084996,0.991160137,0.9905252,0.987085351,0.988803797,0.990070537,0.990324317,0.988480163,0.989800701,0.990714233,0.990697622,0.989295842,0.989081368,0.988692209,0.988207374,0.988072466,0.985197719,0.992679424,0.985083265,0.98519355,0.985073301,0.985359172,0.984586965,0.984393141,0.984309303,0.983779793,0.983263984,0.984540941,0.984495632,0.984272497,0.984010673,0.98254207,0.97835399,0.979298853,0.977033426
ESH,Western Sahara,NOx,0.172349713,0.173115467,0.182803104,0.181330003,0.164557982,0.171285924,0.161016689,0.164450595,0.167507605,0.161283082,0.14474335,0.150243844,0.151640457,0.149466691,0.153199472,0.146001767,0.135976805,0.118916879,0.129013441,0.13892539,0.136307802,0.127987944,0.13479947,0.13928222,0.140289531,0.134606015,0.132599786,0.131714678,0.1272925,0.12779633,0.115472111,0.144146379,0.114535715,0.115229376,0.127902975,0.130134612,0.12859034,0.131128895,0.129850553,0.130281479,0.130080943,0.12799343,0.131716482,0.133749128,0.133310964,0.134062095,0.135778593,0.140292119,0.138310853
ESH,Western Sahara,BC,0.014846575,0.014862106,0.016976264,0.016262272,0.014332857,0.014798946,0.030107817,0.032824012,0.032375896,0.029171012,0.033215879,0.03294615,0.040206484,0.041511282,0.043583997,0.052039643,0.059257744,0.057811767,0.056068595,0.056469615,0.09027901,0.088975279,0.088398071,0.090633982,0.087775816,0.085682237,0.084178372,0.086220082,0.08025476,0.07778402,0.07407368,0.075037148,0.080767156,0.083262258,0.079567129,0.077661075,0.081847592,0.087419401,0.088464229,0.089161833,0.088824611,0.084593326,0.085861388,0.086936816,0.086694187,0.092110248,0.096190969,0.099155777,0.100131441
ESH,Western Sahara,OC,0.030652674,0.031413001,0.033184848,0.032109091,0.029969962,0.031790369,0.040227463,0.03868172,0.042063428,0.043054753,0.044870595,0.043243143,0.048788658,0.050937981,0.051373232,0.059849734,0.068877497,0.072299205,0.059778583,0.054739207,0.080384494,0.076932376,0.075016286,0.076850323,0.07379942,0.069731544,0.067243587,0.069469612,0.061217307,0.056700133,0.052228331,0.053429017,0.0601308,0.062216118,0.057491237,0.055964038,0.062668104,0.071641449,0.071524817,0.073474633,0.077091728,0.072657668,0.073905746,0.074581543,0.076407347,0.088834304,0.105262811,0.116505415,0.121594987
ESH,Western Sahara,PM2.5,0.025052181,0.025386183,0.027956195,0.027272781,0.02433617,0.02497303,0.036410657,0.037059316,0.038759077,0.036506552,0.039459174,0.039324624,0.046637158,0.048369173,0.050070371,0.055492261,0.060077922,0.058279707,0.053032351,0.052310229,0.080540381,0.077821987,0.077345658,0.079583291,0.076820034,0.07358907,0.071621469,0.073541262,0.066916211,0.063641128,0.0590535,0.060721689,0.066066494,0.06823401,0.064287309,0.062849366,0.067667987,0.074357044,0.074853551,0.076058125,0.079521303,0.076020137,0.077401078,0.078738599,0.08057231,0.087876403,0.093706251,0.098924318,0.100450889
ESH,Western Sahara,PM10,0.02560769,0.025956527,0.028637042,0.028031979,0.024512239,0.024909262,0.035530615,0.036379997,0.037771178,0.035302805,0.038045676,0.038358444,0.045511814,0.047234935,0.049058904,0.053254248,0.056300454,0.053762501,0.049450178,0.049544836,0.076199063,0.073536336,0.073527538,0.075839238,0.073346534,0.070241289,0.068460495,0.070273818,0.064255662,0.061433294,0.056764866,0.058671299,0.063210096,0.065326254,0.061800568,0.060484346,0.064545747,0.070423158,0.070982493,0.071955952,0.07492444,0.071471952,0.072712168,0.073941505,0.075439797,0.081356664,0.085156534,0.08935452,0.090238848
ESH,Western Sahara,SO2,0.004912972,0.004922695,0.005419928,0.005552417,0.00535671,0.013849944,0.026520719,0.029686655,0.03789045,0.038512159,0.042123827,0.038395765,0.056723951,0.061143497,0.068664491,0.064966371,0.062468164,0.048546325,0.027189853,0.025752354,0.074179697,0.072122479,0.07391612,0.070878513,0.068320457,0.06383185,0.059944181,0.053398703,0.045393924,0.044804044,0.043045336,0.042368146,0.047462226,0.045068284,0.045149874,0.048435189,0.04881798,0.062031933,0.051080847,0.058474709,0.054615506,0.051825855,0.044267239,0.049980019,0.047619325,0.045806687,0.051097507,0.050983602,0.05096568
ESH,Western Sahara,CO,0.03136282,0.035243435,0.038588537,0.041668862,0.038280487,0.041311304,0.043189866,0.043176247,0.047160486,0.050530536,0.047338223,0.054423546,0.056404931,0.058006489,0.059711105,0.061172909,0.061226214,0.061629585,0.061422538,0.050533571,0.053193894,0.049268355,0.043142396,0.043240626,0.038363559,0.035803483,0.031238658,0.031320004,0.024122109,0.020066598,0.017098848,0.017468757,0.014776121,0.014908619,0.013472789,0.011071175,0.017281901,0.0235409,0.023751663,0.026122813,0.030772223,0.028735878,0.029183092,0.030565455,0.030967906,0.044211172,0.078761935,0.090205342,0.093921317
ESH,Western Sahara,NMVOC,0.023477885,0.025397268,0.026713782,0.027724871,0.026419745,0.026923848,0.026626944,0.026703471,0.029474395,0.032013686,0.031588246,0.034162199,0.035456904,0.036526048,0.037276194,0.038400038,0.039106452,0.039638096,0.037475705,0.033338721,0.034933064,0.031473562,0.030057424,0.030979147,0.02974012,0.026829333,0.025053841,0.025365833,0.021702309,0.018819595,0.016111312,0.016941903,0.018588402,0.019196686,0.017922507,0.017737015,0.022255435,0.026949225,0.027087526,0.028822579,0.031895345,0.0308992,0.031614665,0.032033797,0.033735461,0.04063048,0.052525536,0.057278616,0.058619294
ESP,Spain,NH3,0.976133634,0.979166219,0.978416171,0.977079671,0.974800943,0.97539449,0.973980413,0.976653411,0.975743548,0.975952169,0.97560005,0.975202525,0.979492948,0.978983092,0.980987446,0.980928674,0.983080794,0.983172671,0.983555312,0.964539118,0.960981773,0.961318906,0.962119532,0.963464745,0.96188495,0.963826498,0.963204484,0.961390604,0.961925898,0.963857706,0.963574592,0.965642103,0.967433753,0.968507751,0.969819507,0.969384372,0.969394868,0.970938738,0.970405668,0.970149476,0.970988042,0.969289243,0.97041259,0.971322626,0.972350849,0.970717725,0.970885503,0.970612448,0.97140182
ESP,Spain,PM10,0.268458298,0.283037981,0.290618867,0.293514406,0.303021192,0.307932039,0.315147848,0.318375339,0.325886336,0.301604957,0.301452602,0.305028616,0.335976187,0.320734846,0.329748817,0.341942756,0.347730983,0.346259343,0.351040496,0.254628418,0.241641693,0.237971666,0.241585157,0.234455135,0.216033049,0.208891052,0.23258774,0.216175216,0.214818995,0.232445903,0.231273055,0.250197571,0.244293894,0.244446769,0.238568399,0.215219542,0.228641023,0.243489456,0.255991147,0.24386351,0.25451933,0.280030242,0.253686635,0.296282094,0.293182197,0.292162815,0.304930491,0.278125368,0.310192079
ESP,Spain,PM2.5,0.245586938,0.255179383,0.261480726,0.260350574,0.270146876,0.278060776,0.28358344,0.291802418,0.299469428,0.269710744,0.26892152,0.270176452,0.306837623,0.290491973,0.305012762,0.314118902,0.313889625,0.316267694,0.313354582,0.228087753,0.213375923,0.211747388,0.21157163,0.199771375,0.178646116,0.160953316,0.186015845,0.170890013,0.167596719,0.178792438,0.180276546,0.191104246,0.184260757,0.180748093,0.174864776,0.148671936,0.159372797,0.176846336,0.183515728,0.16918862,0.179350757,0.217402041,0.188152141,0.229976753,0.223897329,0.218054538,0.233726849,0.20350024,0.237058875
ESP,Spain,BC,0.19264063,0.199759549,0.220267863,0.216635601,0.221990208,0.228528968,0.224341924,0.247800393,0.252145331,0.227449328,0.221591974,0.227665051,0.236124721,0.231945619,0.237840844,0.242963298,0.236348247,0.239606678,0.227430105,0.185152197,0.177291122,0.174392313,0.173922178,0.170664037,0.161748774,0.144957983,0.174477866,0.178182847,0.168718549,0.162716298,0.174581149,0.179088144,0.173216365,0.186040834,0.175964115,0.158857169,0.170765283,0.179592475,0.182257213,0.182329747,0.191277491,0.249850173,0.223012164,0.278604629,0.258119448,0.260981462,0.275493098,0.258291338,0.271409912
ESP,Spain,OC,0.225234738,0.260403348,0.256154298,0.271343695,0.284118971,0.291074484,0.314641516,0.286383184,0.301386992,0.278915537,0.30113812,0.230296769,0.309225583,0.254529534,0.333654136,0.305877162,0.30600277,0.323511469,0.311780751,0.174798146,0.164447024,0.168941844,0.157894837,0.162014522,0.137682398,0.108355175,0.133866188,0.09844246,0.112280656,0.129217896,0.129139942,0.151508521,0.158033624,0.147306371,0.153461384,0.109223597,0.120131967,0.152698992,0.162274415,0.130129634,0.146063542,0.152003231,0.123928748,0.170102157,0.155133211,0.147651131,0.160465054,0.117200992,0.171927014
ESP,Spain,SO2,0.168047877,0.175478284,0.17962153,0.180030077,0.172071767,0.166566692,0.156088163,0.179525362,0.183220281,0.170245155,0.154190214,0.149051098,0.155399052,0.156077538,0.159577746,0.168811402,0.171674717,0.172741107,0.182313983,0.158431599,0.156687502,0.156610484,0.153783925,0.150306213,0.153451421,0.148359379,0.155518969,0.160528864,0.170679087,0.157805769,0.166885608,0.170229955,0.161072277,0.173441787,0.165997816,0.161719409,0.173598274,0.181674792,0.197412243,0.205590955,0.217927983,0.216808115,0.187733748,0.223349019,0.22231976,0.232737831,0.24934506,0.229736051,0.236438339
ESP,Spain,NOx,0.167549994,0.173876263,0.174328954,0.16602468,0.161259203,0.165037938,0.162026477,0.177448074,0.179612842,0.160177755,0.160625775,0.161345751,0.170718768,0.169275707,0.171505216,0.178842413,0.180584386,0.180673524,0.180571892,0.165683231,0.161362166,0.159570992,0.153995586,0.154361588,0.152853174,0.150774221,0.155578824,0.15847369,0.155636601,0.153724652,0.158341851,0.159401705,0.15607116,0.162199366,0.157943303,0.154546572,0.15582571,0.161900836,0.159892444,0.161925378,0.167159607,0.178082921,0.174578158,0.194193543,0.195829071,0.193061677,0.196119833,0.190312001,0.192509132
ESP,Spain,NMVOC,0.142729144,0.151990021,0.130453233,0.137922724,0.143060409,0.142742637,0.141173343,0.142276065,0.140413763,0.137448983,0.139152605,0.138274581,0.144158876,0.141704675,0.144194396,0.144343367,0.143575663,0.142477314,0.142582984,0.131342404,0.121605023,0.12189431,0.121698419,0.1233399,0.120326139,0.120938579,0.122161407,0.117395738,0.114725518,0.11647172,0.117249452,0.123608615,0.130344655,0.140353137,0.15125267,0.160945612,0.169614611,0.174674013,0.177294335,0.181273655,0.182611367,0.189733751,0.191792105,0.202432398,0.201030215,0.205624383,0.209067068,0.206338732,0.212854903
